Bez.;Sinnfindung;Burnout;Depression;Selbstbwusstsein;Beziehungsberatung;Selbstdisziplin;Motivation;Stressmanagement;Zeitaufwand;Trigger-Rating;Intensität;Zweck;Kategorie;Tageszeit;Push-Meldung zur Übung;Übungsart/Durchführungsweise;Rational;Durchführbarkeit;Wirksamkeit;Verständlichkeit;Hilfestellung;Qualität-Ergebnis;Quelleinverifizierung 1;Besonderheiten;Filter-Ausschluss;Titel-Button;Titel;Quelle Ursprung;Beschreibung;Rational;Quelle Rational;Anweisungen;Material;HIlfestellung;Tabellen etc.;Anwendung;Interkatives Element (Tabellen, Bilder, Audio, Video, Swipe-Bewegung um zB etwas zu löschen aus einer Tabelle, sonstiges Element was gut wäre um die Übung lebhaft + abwechslungsreich + animiert zu machen,..);;Farblegende
2.65;ja;nein;nein;ja;nein;nein;ja;nein;2-3 min;Schwach;Anfang;Persönliches Warum finden um den intrinsischen Antrieb im Leben zu verstehen, Selbsterkenntnis und Ausrichtung des Lebens nach dem intrinsischen Antrieb, Erklärungen zum Vorgehen;Warum finden, Selbsterkenntnis, Ausrichtung, Verhaltensänderung, allgemeine Erklärungen, Warum;alle;Nein;praktisch;1;1;2;1;1;1,36;vorhanden;Instruktion;;Warum finden - Start;Warum finden - Start;113;Dein Warum ist Dein meist unterbewusster intrinsischer Antrieb im Leben. Es drückt aus, wer Du als Mensch bist, wenn Du ganz Du selbst bist. Diese Übung hilft Dir, Dein Warum zu finden. Wichtig ist es, für diese Übung eine:n Partner:in zu haben, mit dem Du abschließend Dein Warum entwickeln kannst. Hierbei hilft Dir gerne auch ein mentalport-Coach. Starten wir mit einem Überblick.;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf Simon Sinek zurück.;"mentalport, 2021; 113";"Wie jeder Mensch hast Du Dein individuelles Warum, was auf vergangenen Erlebnissen, Geschichten, Erfahrungen und Deiner Charakter-Disposition basiert. Dein Warum ist Dein intrinsischer Antrieb in Deinem Leben, der (meist) unterbewusst Dein persönlicher Antrieb ist.\n Es drückt aus, wer Du als Mensch bist, wenn Du ganz Du selbst bist. Dein Warum zu finden wird meist einige Zeit dauern, aber diese Methode gibt Dir eine Schritt für Schritt Anleitung, wie das gelingen kann. Betrachte zunächst die allgemeinen Beschreibungen dieser Warum-Finden-Methode.\n
Sammle mind. zehn Geschichten / Erinnerungen, die Du dann zu einem ausgemachten Termin mit einem:r Partner:in teilst. 
Erzähle dem:r Partner:in die Geschichten, die besonders hervorstechen, während dieser Dinge zu Deinen Geschichten notiert, wodurch diese analysierbar werden. 
Dein persönliches Warum ist ein Satz, der folgende Form hat: [Handlung], damit [Auswirkung].\n
Finde zunächst die passenden Geschichten und mache dann einen festen Termin mit dem Partner oder der Partnerin aus. 
Es ist wichtig, dem:r Partner:in genau zu instruieren, was dies für eine Methode ist und was die Aufgabe ist. Dazu kommen wir aber noch. Gerne kannst Du dem:r Partner:in den folgenden Abschnitt zeigen, bevor ihr anfängt.\n
Sammle hierzu besondere Geschichten aus Deinem Gedächtnis und teile sie: 
- Denke an spezifische Erfahrungen und Menschen die Dich beeinflusst haben
- An Situationen, die Dich stolz machen, die Dir etwas beigebracht haben
- An einflussreiche Personen\n
- Umso emotionaler eine Erinnerung, umso besser 
- Während Du es erzählst kannst Du noch weitere Erinnerungen hinzufügen
Nutze dazu die Übungen “Spitzen und Täler” und/oder “Die Erinnerungs-Maschine” in dieser Reihenfolge
";Optional - Stift und Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";nein;Einmalig über ca. eine Woche.;Video-Anleitung da viel Text;;
2.65.1;ja;nein;nein;ja;nein;nein;ja;nein;3-4 min;Schwach;Anfang;Persönliches Warum finden um den intrinsischen Antrieb im Leben zu verstehen, Selbsterkenntnis und Ausrichtung des Lebens nach dem intrinsischen Antrieb, Erklärung Rolle Partner;Warum finden, Selbsterkenntnis, Ausrichtung, Verhaltensänderung, Rolle Partner, Warum;alle;Nein;praktisch;1;1;2;1;1;1,36;vorhanden;Instruktion;;Warum finden - Partner;Warum finden - Partner;113;Dein Warum ist Dein meist unterbewusster intrinsischer Antrieb im Leben. Es drückt aus, wer Du als Mensch bist, wenn Du ganz Du selbst bist. Diese Übung hilft Dir, Dein Warum zu finden. Wichtig ist es, für diese Übung eine:n Partner:in zu haben, mit dem Du abschließend Dein Warum entwickeln kannst. Hierbei hilft Dir gerne auch ein mentalport-Coach. Nun zur Partner:innen-Instruktion. ;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf Simon Sinek zurück.;"mentalport, 2021; 113";"Hier möchten wir Dir eine Übersicht zur Rolle des/der Partner:in geben. Die Instruktionen kann diese:r gerne durchlesen, um Dich bestmöglich zu unterstützen. Du kannst dies auch gerne mit einem erfahrenen mentalport-Coach machen. 
Rolle Partner: 
Mit anderer Perspektive wiederkehrende Themen erkennen
Geschichten anhören und aktiv bedachte Fragen stellen, um tiefer in die Emotion einzutauchen und die darunterliegende Bedeutung der Erinnerung zu erkennen
Notizen machen zu auftretenden Phrasen, Themen, Ideen. Dadurch ergibt sich am Ende Dein Warum-Satz (Dieser ist an Gefühle gebunden und drückt aus, wer du wirklich bist)\n
Aktives Zuhören: Bedeutung, Motivation oder Emotion hinter den Worten finden
Augenkontakt, verbales und nonverbales Zustimmen
Aufmerksamkeit zu: nonverbalen Hinweisen wie Gestik, Mimik, Haltung, Stimme, längere Pausen\n
Klären-Lassen des Beitrages und der Auswirkung der persönlichen Geschichte ?? Was wurde für andere gemacht und welche Auswirkung gab es? 
Notiere, was gesagt wurde, wenn es einen sichtlichen oder emotionalen Hinweis gibt
Merke: Die Emotionen in der Geschichte sind der Rauch, die Bedeutung der Geschichte ist das Feuer\n 
Aufgabe: Den Grund herausfinden, warum diese bestimmte Geschichte wichtig ist 
Möglichst gut darstellen, wie sich der Erzähler gefühlt hat
Offene Fragen stellen (z.B. gib mir zu verstehen wie du dich dabei gefühlt hast): Keine Warum-Fragen stellen\n
Welche Themen/Wörter/Phrasen treten am häufigsten auf? ?? Es geht mehr um die Gefühle als um das was geschehen ist
Während der Übung macht der/die Partner:in Notizen, welche in einer Tabelle mit zwei Spalten aufgeschrieben werden können: Links die Fakten und in der rechten Spalte die Bedeutung, das Thema, das zugehörige Gefühl oder Interpretationen, etc.
Vorlage um Notizen zu machen - Tabelle mit zwei Spalten:
Links - Fakten
Rechts - Bedeutung, Gefühl, Themen, Interpretation etc.\n
Fragenauswahl für Partner:
Von allen Geschichten die Du erzählen könntest, was ist das besondere an dieser weshalb Du sie erzählst?
Als das passierte, wie hast Du Dich dabei gefühlt? 
Wer war noch in dieser Geschichte involviert und wie haben Sie für Dich einen Unterschied gemacht?\n
Was hast Du an dieser Erfahrung insbesondere geliebt?
Du hattest das gleiche Gefühl bestimmt schon einmal vorher. Was macht diese Geschichte so besonders?
Wie hat Dich diese Erfahrung betroffen und wie bist Du danach geworden?\n
Was hast Du daraus besonders gelernt, was Dich heute noch betrifft/zutrifft?
Sag mir wie Du das meinst [mit diesem Gefühl]
Du sagst, das Geschehene macht dich [Gefühl], Du hast Dich bestimmt schonmal so gefühlt - beschreibe dieses bestimmte Gefühl: Was ist das besondere daran, dass Du es heute noch fühlst? 
Finde einen Termin oder ruhigen Zeitpunkt, an dem Du mit dem/der Partner:in vereinbarst, die Warum-Finden-Übung durchzuführen. Dann wirst Du Deine gefundenen Geschichten einfach nur erzählen. Führe zuvor die beiden Übungen “Spitzen und Täler” und “Erinnerungs-Maschine” durch.";Optional - Stift und Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";Ja;Einmalig über ca. eine Woche.;Video-Anleitung für Partner, vlt. Instruktions als Download?;;
2.65.2;ja;nein;nein;ja;nein;ja;ja;nein;10-30;Stark;Fortgeschritten;Erinnerungen sammeln, signifikante Erinnerungen herauskristallisieren und sortieren, darüber klar werden was die signifikantesten Erinnerungen sind. Vorbereitung zum Warum-Finden.;Erinnerungen sortieren, Warum finden, Reflexion, Warum;alle;Nein;praktisch;1;1;1;1;1;1;vorhanden;Übung;;Spitzen und Täler;Spitzen und Täler;113;Wie jeder Mensch hast Du Dein individuelles Warum, was auf vergangenen Erlebnissen, Geschichten, Erfahrungen und Deiner Charakter-Disposition basiert. Dein Warum ist Dein intrinsischer Antrieb in Deinem Leben, der (meist) unterbewusst Dein persönlicher Antrieb ist. Diese Übung ist eine Vorbereitung darauf, Dein persönliches Warum zu finden.;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir  die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf David Mead zurück.;"mentalport, 2021; 113";"Um Dein persönliches Warum, Deinen intrinsischen Antrieb zu finden, ist es wichtig, verschiedene Erinnerungen und Geschichten aus der Vergangenheit zu sammeln. Anhand dieser kann Dein Warum schrittweise entlarvt werden. Um schließlich Dein Warum zu finden, wird ein:e Partner:in erforderlich, wobei Dir mentalport dabei auch gerne behilflich ist - bei dieser Übung geht es aber nur um die Vorbereitung. 
Sammle mindestens zehn Geschichten / Erinnerungen, die Du dann zu einem ausgemachten Termin mit einem:r Partner:in teilst. 
Erzähle dem:r Partner:in die Geschichten, die besonders hervorstechen, während dieser Dinge zu Deinen Geschichten notiert, wodurch diese analysierbar werden. 
Dein persönliches Warum ist ein Satz, der folgende Form hat: [Handlung], damit [Auswirkung].

Information: Sammle Deine besonderen Geschichten aus deinem Gedächtnis und teile sie 
Denke an spezifische Erfahrungen und Menschen die Dich beeinflusst haben
An Situationen, die dich stolz machen, die Dir etwas beigebracht haben
An einflussreiche Personen
Umso emotionaler eine Erinnerung, umso besser 
Während Du es erzählst, kannst Du noch weitere Erinnerungen erzählen
Gehe hierzu folgendermaßen vor:
Zeichne eine horizontale Linie auf ein A4 Blatt im Querformat in die Mitte
Geschichten über der Linie sind fröhliche Geschichten, umso weiter oben umso fröhlicher (Geschichten die Du gerne wieder erleben möchtest)
Geschichten darunter sind welche, die Du nicht mehr unbedingt erleben willst
Beschreibe jede Story kurz
Für die zu erzählenden Storys wähle die, die am höchsten und niedrigsten sind
Gehe durch all Deine Erinnerungen angefangen bei den frühesten, sammle die, die signifikant herausstechen und Ordne sie hierzu auf Deinen Blatt ein.
Sammle Erinnerungen auch über mehrere Tage und füge welche hinzu, falls Dir noch ein paar einfallen. Du solltest am Ende mindestens 10 signifikante Geschichten gesammelt haben. ";Stift & Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";;;Video-Anleitung + Bild als Bsp;;
2.65.3;ja;nein;nein;ja;nein;ja;ja;nein;10-30;Stark;Fortgeschritten;Erinnerungen sammeln, signifikante Erinnerungen herauskristallisieren und sortieren, darüber klar werden was die signifikantesten Erinnerungen sind. Herausfinden signifikanter Momente im Leben. Vorbereitung zum Warum-Finden.;Erinnerungen sortieren, signifikante Momente im Leben finden, Warum finden, Warum, Reflexion;alle;Nein;praktisch;1;1;1;1;1;1;vorhanden;Übung;;Die Erinnerungs-Maschine;Die Erinnerungs-Maschine;113;Wie jeder Mensch hast Du Dein individuelles Warum, was auf vergangenen Erlebnissen, Geschichten, Erfahrungen und Deiner Charakter-Disposition basiert. Dein Warum ist Dein intrinsischer Antrieb in Deinem Leben, der (meist) unterbewusst Dein persönlicher Antrieb ist. Diese Übung ist eine Vorbereitung darauf, Dein persönliches Warum zu finden.;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir  die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf David Mead zurück.;"mentalport, 2021; 113";"Um Dein persönliches Warum, Deinen intrinsischen Antrieb zu finden, ist es wichtig, verschiedene Erinnerungen und Geschichten aus der Vergangenheit zu sammeln. Anhand dieser kann Dein Warum schrittweise entlarvt werden. Um schließlich Dein Warum zu finden, wird ein:e Partner:in erforderlich, wobei Dir mentalport dabei auch gerne behilflich ist - bei dieser Übung geht es aber nur um die Vorbereitung. 
Sammle mindestens zehn Geschichten / Erinnerungen, die Du dann zu einem ausgemachten Termin mit einem:r Partner:in teilst. 
Erzähle dem:r Partner:in die Geschichten, die besonders hervorstechen, während dieser Dinge zu Deinen Geschichten notiert, wodurch diese analysierbar werden. 
Dein persönliches Warum ist ein Satz, der folgende Form hat: [Handlung], damit [Auswirkung].

Information: Sammle Deine besonderen Geschichten aus deinem Gedächtnis und teile sie 
Denke an spezifische Erfahrungen und Menschen die Dich beeinflusst haben
An Situationen, die dich stolz machen, die Dir etwas beigebracht haben
An einflussreiche Personen
Umso emotionaler eine Erinnerung, umso besser 
Während Du es erzählst, kannst Du noch weitere Erinnerungen erzählen
Gehe hierzu folgendermaßen vor, indem Du versuchst die Fragen möglichst schriftlich zu beantworten. Du musst nicht exakt ins Detail gehen, aber solltest alle wichtigen Aspekte dieser Antwort im Kopf haben.
Fragen: 
Wer in Deinem Leben hat Dich zur Person gemacht, die Du heute bist (Lehrer, Trainer, Mentor, Bekannter, Familienmitglied)?
Schreibe einen Zeitpunkt auf, an dem sie das gemacht haben was Du am meisten bewunderst.
Wie hast Du Dich dabei gefühlt? Wer hat Dich noch beeinflusst?
Denke an einen Arbeitstag, an dem Du, als Du auf dem Heimweg warst, das Gefühl hattest bzw. zu Dir selbst sagen konntest: „Dasselbe hätte ich auch umsonst gemacht“. Was passierte an diesem Tag?
Denke an Deinen schlechtesten Arbeitstag, den Du nicht mehr wiederholen willst. Was passierte?
Was ist Deine früheste, spezifischste und glücklichste Kindheitserinnerung, die Du hast? 
Denke an die Schulzeit: Welche Erinnerung magst Du besonders?
Was war ein einschneidender Moment in Deinem Leben? Ein Moment an dem Du wusstest, dass nichts mehr ist wie es war?
Was hat die Art und Weise wie Du denkst verändert? Über die Welt und Dich selbst sowie über Deine Rolle auf dieser Welt?
Gab es einen Zeitpunkt, an dem Du jemandem geholfen hast und nachdem Du Dich super gut gefühlt hast? Als ob Du etwas getan hast, was eine große Bedeutung hat?
Was hast Du erreicht, worauf Du sehr stolz bist? Wer war noch daran beteiligt bzw. war dabei? Wer half Dir, stand Dir bei oder feuerte Dich an? Wer wartete am Ende auf Dich?
__________________________________________________________________________________
Kreise die drei Erinnerungen mit der größten Auswirkung ein, die Du erzählen könntest. Wenn Du Dich auf die wichtigsten konzentrierst vermeidest du Dinge zu erzählen, nur weil Du denkst sie gehören zu zusammen
Auch die kleinen, scheinbar unwichtigen Dinge zählen
Es gibt keine falschen Geschichten 
Sammle Erinnerungen auch über mehrere Tage und füge welche hinzu, falls Dir noch ein paar einfallen. Du solltest am Ende mindestens 10 signifikante Geschichten gesammelt haben. 
";Optional - Stift & Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";;;Video-Anleitung + Bild als Bsp;;
2.65.4;ja;nein;nein;ja;nein;nein;ja;nein;15-45 min;Stark;Fortgeschritten;Persönliches Warum finden um den intrinsischen Antrieb im Leben zu verstehen, Selbsterkenntnis und Ausrichtung des Lebens nach dem intrinsischen Antrieb;Warum finden, Selbsterkenntnis, Ausrichtung, Verhaltensänderung, Warum;alle;Nach 7 Tagen nochmal an Warum erinnern;praktisch;1;1;2;1;1;1,36;vorhanden;Übung;;Warum - Erzählung;Warum - Erzählung;113;Dein Warum ist Dein meist unterbewusster intrinsischer Antrieb im Leben. Es drückt aus, wer Du als Mensch bist, wenn Du ganz Du selbst bist. Diese Übung hilft Dir, Dein Warum zu finden. Wichtig ist es, für diese Übung eine:n Partner:in zu haben, mit dem Du abschließend Dein Warum entwickeln kannst. Hierbei hilft Dir gerne auch ein mentalport-Coach.;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf Simon Sinek zurück.;"mentalport, 2021; 113";"Nun geht es darum, Deinem:r Partner:in die gefundenen Geschichten zu erzählen. Achte auf ein ruhiges und angenehmes Setting. 
Erzähle die Erinnerung so spezifisch wie möglich: Erzähle alles möglichst detailliert und sprich alles aus, was Dir dazu einfällt. Sprich möglichst lebhaft und emotional.";Optional - Stift und Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";s. Sammlung;Einmalig über ca. eine Woche.;-;;
2.65.5;ja;nein;nein;ja;nein;nein;ja;nein;15-45 min;Stark;Fortgeschritten;Persönliches Warum finden um den intrinsischen Antrieb im Leben zu verstehen, Selbsterkenntnis und Ausrichtung des Lebens nach dem intrinsischen Antrieb;Warum finden, Selbsterkenntnis, Ausrichtung, Verhaltensänderung, Warum;alle;Nach 7 Tagen nochmal an Warum erinnern;praktisch;1;1;2;1;1;1,36;vorhanden;Übung;;Warum - Auswertung;Warum - Auswertung;113;Dein Warum ist Dein meist unterbewusster intrinsischer Antrieb im Leben. Es drückt aus, wer Du als Mensch bist, wenn Du ganz Du selbst bist. Diese Übung hilft Dir, Dein Warum zu finden. Wichtig ist es, für diese Übung eine:n Partner:in zu haben, mit dem Du abschließend Dein Warum entwickeln kannst. Hierbei hilft Dir gerne auch ein mentalport-Coach.;Unser persönliches Warum kristallisiert sich im späten Teenager-Alter heraus. Um unser Warum zu finden, sammeln wir die signifikanten, eingeprägten Geschichten aus unserer Vergangenheit, woraus wir Muster erkennen und analysieren können. Unser Warum ist mit Gefühlen verbunden und durch Geschichten extrahierbar. Diese Methode ist vielfach belegt und geht auf Simon Sinek zurück.;"mentalport, 2021; 113";"Schritt 1: Zur Auswertung versuchst Du, Deine Themen, die bei den Geschichten-Erzählungen notiert wurden, zu identifizieren.
Schaue Dir die Auswertung an und halte Ausschau nach: wiederkehrende Ideen, Wörter, Phrasen, Gefühle, Bedeutungen etc.\n. 
- Ein Thema tritt auf, wenn es in mind. 2 unabhängigen Geschichten auftaucht
- Mache eine Strichliste, welche Themen am meisten vorkommen
- Kreise die beiden Themen ein, die Dich am meisten inspirieren oder Dich definieren
- Wählt zusammen die Themen aus: Das, was sich für Dich als dein einzigartiger Beitrag anfühlt und eins, was sich als Deine Auswirkung/Beitrag anfühlt\n
Schritt 2: formuliere auf Basis dieser beiden Themen (Beitrag und Auswirkung) Dein Warum-Statement
Du kannst es auch noch mehrmals umformulieren und in der Zukunft immer mehr anpassen
Formuliere etwas, was sich für Dich richtig anfühlt
Der Grund Dein Warum zu finden ist, damit Du damit arbeiten kannst";Optional - Stift und Papier;"Versuche Deine gesamten Erinnerungen in Deinem Leben, ob positiv oder negativ von frühester Kindheit an bis zum heutigen Tag zu und umgekehrt zu durchforsten. Frage Dich: Was sind die Erinnerungen, die hervorstechen? Frage Dich auch, welche Erinnerungen mit den stärksten positiven Gefühlen verbunden sind. Dein persönliches Warum findest Du, wenn Du diejenigen Geschichten hervorkramst und erzählst, die mit den stärksten Gefühlen verbunden sind. Hinweis: Aus Erfahrung wissen wir, dass manchmal es nicht ausreichen kann, die herausgefilterten Geschichten einem Partner zu erzählen. Manchmal fasst dieser auch die Geschichten falsch auf und versucht zu stark, diese zu interpretieren. Tatsächlich geht es aber viel einfacher nur darum, die Emotionen zu erkennen und aufzuschreiben, die zu einer Geschichte gehören.
Merke: Es kann vorkommen, dass Dein:e Partner:in nicht entsprechend den Instruktionen handelt und Du am Ende kaum herausfinden kannst, was Dein Warum ist. Dies kann vorkommen, da es auch etwas ungewohntes ist. Ein erfahrener mentalport-Coach hilft Dir dabei gerne.";s. Sammlung;Einmalig über ca. eine Woche.;-;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
