exerciseIds,timeStamp,completionTimestamps,exercises,__key__,__error__,__has_error__
"[1.87,1.33,2.29,2.17.2,1.114]",2022-01-24 12:48:59.513000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""7vYECH9LdncFJWyXSNloSLK5Sjp1\"", \""weeklyExerciseLists\"", \""7A1wHTe8lKULn154COUe\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""7A1wHTe8lKULn154COUe"",
    ""id"": null
  }
}",[],false
"[1.43.9,2.64,1.23,2.5,1.43.4]",2022-01-07 00:44:07.500000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""7vYECH9LdncFJWyXSNloSLK5Sjp1\"", \""weeklyExerciseLists\"", \""WTm87Kg3zXZhDj1GJk6S\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""WTm87Kg3zXZhDj1GJk6S"",
    ""id"": null
  }
}",[],false
"[1.30,1.102,1.18,1.108,1.37,1.33,1.111]",2022-06-22 10:45:55.262000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""9BpA1f8ZGTaDExmS9KZWBfi3OZE3\"", \""weeklyExerciseLists\"", \""7cBRFgBuwPObXJ5yBeAO\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""7cBRFgBuwPObXJ5yBeAO"",
    ""id"": null
  }
}",[],false
"[1.02,1.18,1.108,1.63,1.111,1.37]",2022-04-14 14:52:03.643000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""ArxjMIfI76SjdXSCGn5WOTstTiu1\"", \""weeklyExerciseLists\"", \""zxSqHBQ4WkUHMNQjE4K1\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""zxSqHBQ4WkUHMNQjE4K1"",
    ""id"": null
  }
}",[],false
"[1.13,1.18,1.31,2.36,1.14,1.37,1.80]",2022-08-11 11:54:37.616000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""CiOJF15l1LgF5kyTry8QMwt4G2n2\"", \""weeklyExerciseLists\"", \""KWuhZ1uYgw4HmJfAiZ8l\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""KWuhZ1uYgw4HmJfAiZ8l"",
    ""id"": null
  }
}",[],false
"[1.62,1.9,1.55,1.40.1,1.80]",2022-02-03 20:50:24.147000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""CAhl5PMveqiIwWwByBjb\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""CAhl5PMveqiIwWwByBjb"",
    ""id"": null
  }
}",[],false
"[2.8.3,2.4.1,1.27]",2022-02-03 20:53:09.841000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""CDecW57Q9CYGKhQTWYww\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""CDecW57Q9CYGKhQTWYww"",
    ""id"": null
  }
}",[],false
"[1.22,2.42.1,1.36,1.85,1.68.2,1.17,2.55]",2022-02-03 18:13:05.982000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""L8emySVePVBe5PvK4LYg\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""L8emySVePVBe5PvK4LYg"",
    ""id"": null
  }
}",[],false
"[1.10,1.92,2.12.1,1.85,2.65.3,2.42,1.68.7]",2022-02-03 18:13:30.521000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""Q9cJyBqLHdFj7w89d0gA\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""Q9cJyBqLHdFj7w89d0gA"",
    ""id"": null
  }
}",[],false
"[1.75.1,1.33,1.40.3,1.49,2.12.2,2.4.1,2.42.3,1.74]",2022-02-03 21:14:20.094000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""fYMSkaGQkgBcQYhc3kFk\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""fYMSkaGQkgBcQYhc3kFk"",
    ""id"": null
  }
}",[],false
"[2.17.1,1.09,1.33,1.73]",2022-02-03 20:54:52.747000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""nujsqGeLlt8N4ehAcUoX\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""nujsqGeLlt8N4ehAcUoX"",
    ""id"": null
  }
}",[],false
"[2.19,1.31,1.36,1.80.7,2.12,2.8.2,1.74.7,2.7.1]",2022-02-03 21:15:08.197000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""DnoUSBdz58ZFr2L13ZnuLTESXNd2\"", \""weeklyExerciseLists\"", \""p3H77ex37nXSWwBYcKA6\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""p3H77ex37nXSWwBYcKA6"",
    ""id"": null
  }
}",[],false
"[1.36,1.29,1.108,1.100,1.31,1.112,1.63]",2022-06-09 18:20:54.432000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""EL12BVTo4xNlCTNg839AYO4gMlA3\"", \""weeklyExerciseLists\"", \""gkZgMaYRVoZRZzu8OcZQ\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""gkZgMaYRVoZRZzu8OcZQ"",
    ""id"": null
  }
}",[],false
"[2.2,1.18,1.33,1.34,2.29,1.70]",2022-06-08 15:38:19.935000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""EWKLL4Jej3SFiZX2LrBtBzDsvXG2\"", \""weeklyExerciseLists\"", \""tK2zalFbNhm9UBLf1n1t\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""tK2zalFbNhm9UBLf1n1t"",
    ""id"": null
  }
}",[],false
"[1.87,1.81,2.19,1.75.1,1.67.4]",2022-01-07 18:13:17.733000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""0dt6AS9OjR9fMQ5E5CHe\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""0dt6AS9OjR9fMQ5E5CHe"",
    ""id"": null
  }
}",[],false
"[2.5,1.43,1.31,1.34,1.6,1.59,1.10]",2022-09-20 23:52:37.538000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""5X2TxvusISYbwIPdiPTh\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""5X2TxvusISYbwIPdiPTh"",
    ""id"": null
  }
}",[],false
"[1.28,1.83,1.36,1.50,1.63,2.1,1.31,1.73,1.29]",2022-05-29 16:00:06.877000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""899wqxBYVNzdOkhg6rly\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""899wqxBYVNzdOkhg6rly"",
    ""id"": null
  }
}",[],false
"[2.5,1.20,1.31,1.49,1.06,1.62,1.91,1.10]",2022-09-20 23:53:05.932000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""DvASCJkwnnC467LOok8H\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""DvASCJkwnnC467LOok8H"",
    ""id"": null
  }
}",[],false
"[1.6,1.25,1.84,2.8.4,2.7.7]",2021-12-30 18:45:21.089000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""FzquL2H5j6NlD1ECNNEC\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""FzquL2H5j6NlD1ECNNEC"",
    ""id"": null
  }
}",[],false
"[2.42.1,1.73.2,2.36,2.40,1.1]",2022-01-06 20:56:51.715000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""GkwXLV06jsG6A8mZcMZO\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""GkwXLV06jsG6A8mZcMZO"",
    ""id"": null
  }
}",[],false
"[2.42.3,1.19,1.2,1.85,2.7.7]",2021-12-29 20:03:50.389000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""OJkAvCsw3oDK3zWKz4Ex\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""OJkAvCsw3oDK3zWKz4Ex"",
    ""id"": null
  }
}",[],false
"[1.2,2.55,2.42.4,1.53,2.12.1,2.7.4,1.80.4,1.50,2.42.3,1.67.4]",2021-12-31 14:05:30.233000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""SEervBKvnauWTE6QLIAA\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""SEervBKvnauWTE6QLIAA"",
    ""id"": null
  }
}",[],false
"[2.45,1.39,1.40.3,2.7.3,1.99]",2021-12-30 19:08:32.853000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""VGGC1g2mW3ryMCN8UAYu\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""VGGC1g2mW3ryMCN8UAYu"",
    ""id"": null
  }
}",[],false
"[1.55,1.21,1.31,1.70,2.44,1.30,1.54]",2022-09-20 23:52:56.279000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""fmbsH3xmnNliZEK0QhpQ\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""fmbsH3xmnNliZEK0QhpQ"",
    ""id"": null
  }
}",[],false
"[1.55,1.50,1.67.1,1.41,1.68.5]",2021-12-30 18:43:55.000000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""fs68mj6vF0VLZ7ObRoVX\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""fs68mj6vF0VLZ7ObRoVX"",
    ""id"": null
  }
}",[],false
"[2.39,1.84,1.14,1.35,2.44,2.4,1.19]",2022-09-16 14:13:27.414000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""iM1R8HtuXTSR53DyD867\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""iM1R8HtuXTSR53DyD867"",
    ""id"": null
  }
}",[],false
"[2.17,1.80.7,1.68.7,1.87,1.40.1,1.73.2,2.65,2.7.5,2.7.2,1.98]",2022-01-09 14:25:18.935000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""kWX0fIVgpny0nJ52Nk9p\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""kWX0fIVgpny0nJ52Nk9p"",
    ""id"": null
  }
}",[],false
"[1.80.2,1.85,2.42.3,1.72.1,1.54]",2021-12-30 18:47:46.495000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""pm5vo4A0KmG4hRaiCZQU\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""pm5vo4A0KmG4hRaiCZQU"",
    ""id"": null
  }
}",[],false
"[1.6,2.7.2,1.95,1.9,1.43.4]",2021-12-30 19:07:02.897000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""uPLppi4RVOoHmMUOLDMe\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""uPLppi4RVOoHmMUOLDMe"",
    ""id"": null
  }
}",[],false
"[1.62,1.32,2.8.1,1.40.4,1.29,1.76,1.102]",2022-01-27 08:24:04.717000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""FkpxsnbsaeX8PCN16qUGAD8TC9v1\"", \""weeklyExerciseLists\"", \""yjGzhBsUgGtegM41whle\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""yjGzhBsUgGtegM41whle"",
    ""id"": null
  }
}",[],false
"[1.43.8,1.81,1.57,2.55,2.15,1.77,1.40.1]",2022-01-09 17:55:22.745000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""Fu3F3RVYDfXxnLGuWjulhU8WsKr2\"", \""weeklyExerciseLists\"", \""3X0qy5MmKDbFntPOoD3I\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""3X0qy5MmKDbFntPOoD3I"",
    ""id"": null
  }
}",[],false
"[1.30,1.36,1.113,1.61,1.13,1.40.2,1.90]",2022-01-19 11:45:36.412000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""Fu3F3RVYDfXxnLGuWjulhU8WsKr2\"", \""weeklyExerciseLists\"", \""RDvNfLQKi7yoUHE3h1zo\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""RDvNfLQKi7yoUHE3h1zo"",
    ""id"": null
  }
}",[],false
"[1.70,1.80.7,1.77,1.23,1.24]",2022-01-14 15:10:10.440000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""HDcl2kr2glYckVO4j6DM3P9HYqi2\"", \""weeklyExerciseLists\"", \""7gvevwBWjORFkwvHnZwB\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""7gvevwBWjORFkwvHnZwB"",
    ""id"": null
  }
}",[],false
"[2.50,2.14,1.74.5,1.61,1.6,1.47,1.68.3]",2021-11-28 23:00:00.000000 UTC,"{
  ""completionTimestamps"": null
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""IfLZ1xFo8UZhgUVmOxSDtcvtsS42\"", \""weeklyExerciseLists\"", \""AUKIR7N4NjKql7isR4S2\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""AUKIR7N4NjKql7isR4S2"",
    ""id"": null
  }
}",[],false
"[1.62,1.6,1.07,1.33,1.37,1.63,1.60]",2022-06-22 12:58:47.141000 UTC,"{
  ""completionTimestamps"": {
    ""d_1_07"": ""2022-06-28 13:16:04.844813 UTC"",
    ""d_1_33"": ""2022-06-28 13:17:59.890687 UTC"",
    ""d_1_73"": null,
    ""d_1_108"": null,
    ""d_1_92"": null,
    ""d_2_19"": null,
    ""d_1_49"": null,
    ""d_1_25"": null,
    ""d_1_44"": null,
    ""d_1_30"": null,
    ""d_1_50"": null,
    ""d_1_74"": null,
    ""d_1_43_1"": null,
    ""d_2_39"": null,
    ""d_1_14"": null,
    ""d_1_09"": null,
    ""d_1_13"": null,
    ""d_1_69"": null,
    ""d_1_43_7"": null,
    ""d_1_17"": null,
    ""d_1_28"": null,
    ""d_1_40_1"": null,
    ""d_1_4"": null,
    ""d_1_104"": null,
    ""d_1_116"": null,
    ""d_1_34"": null,
    ""d_1_54"": null,
    ""d_2_7"": null,
    ""d_1_31"": null,
    ""d_1_114"": null,
    ""d_1_117"": null,
    ""d_1_29"": null,
    ""d_1_36"": null,
    ""d_1_55"": null,
    ""d_1_83"": null,
    ""d_1_115"": null,
    ""d_1_37"": null,
    ""d_1_78"": null,
    ""d_1_53"": null,
    ""d_1_84"": null,
    ""d_1_9"": null,
    ""d_1_06"": null,
    ""d_1_57"": null,
    ""d_1_76"": null,
    ""d_1_19"": null,
    ""d_1_22"": null,
    ""d_2_15"": null,
    ""d_1_6"": null,
    ""d_2_29"": null,
    ""d_1_63"": null,
    ""d_2_42"": null,
    ""d_1_62"": null,
    ""d_2_23"": null,
    ""d_1_08"": null,
    ""d_1_24"": null,
    ""d_1_35"": null,
    ""d_1_16"": null,
    ""d_1_2"": null,
    ""d_1_91"": null,
    ""d_1_68"": null,
    ""d_1_72"": null,
    ""d_1_27"": null,
    ""d_1_7"": null,
    ""d_1_70"": null,
    ""d_1_01"": null,
    ""d_2_36"": null,
    ""d_2_51"": null,
    ""d_1_60"": null,
    ""d_1_10"": null,
    ""d_1_23"": null,
    ""d_2_8"": null,
    ""d_1_102"": null,
    ""d_2_1"": null,
    ""d_1_111"": null,
    ""d_1_21"": null,
    ""d_1_81"": null,
    ""d_1_42"": null,
    ""d_1_18"": null,
    ""d_1_87"": null,
    ""d_1_65"": null,
    ""d_2_55"": null,
    ""d_1_61"": null,
    ""d_1_40"": null,
    ""d_1_80"": null,
    ""d_1_38"": null,
    ""d_1_43_6"": null,
    ""d_1_43_4"": null,
    ""__key__"": {
      ""namespace"": """",
      ""app"": """",
      ""path"": """",
      ""kind"": null,
      ""name"": null,
      ""id"": null
    }
  }
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""sBiEjDKG8AeMsSt6d3fzaBUNiEr1\"", \""weeklyExerciseLists\"", \""pi4F1RcFaSiqC5e1JgnF\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""pi4F1RcFaSiqC5e1JgnF"",
    ""id"": null
  }
}",[],false
"[1.54,1.33,1.59,1.34,1.116,1.73,1.14]",2022-06-29 13:35:44.946000 UTC,"{
  ""completionTimestamps"": {
    ""d_1_07"": null,
    ""d_1_33"": null,
    ""d_1_73"": ""2022-06-29 13:38:51.711905 UTC"",
    ""d_1_108"": null,
    ""d_1_92"": null,
    ""d_2_19"": null,
    ""d_1_49"": null,
    ""d_1_25"": null,
    ""d_1_44"": null,
    ""d_1_30"": null,
    ""d_1_50"": null,
    ""d_1_74"": null,
    ""d_1_43_1"": null,
    ""d_2_39"": null,
    ""d_1_14"": null,
    ""d_1_09"": null,
    ""d_1_13"": null,
    ""d_1_69"": null,
    ""d_1_43_7"": null,
    ""d_1_17"": null,
    ""d_1_28"": null,
    ""d_1_40_1"": null,
    ""d_1_4"": null,
    ""d_1_104"": null,
    ""d_1_116"": null,
    ""d_1_34"": null,
    ""d_1_54"": null,
    ""d_2_7"": null,
    ""d_1_31"": null,
    ""d_1_114"": null,
    ""d_1_117"": null,
    ""d_1_29"": null,
    ""d_1_36"": null,
    ""d_1_55"": null,
    ""d_1_83"": null,
    ""d_1_115"": null,
    ""d_1_37"": null,
    ""d_1_78"": null,
    ""d_1_53"": null,
    ""d_1_84"": null,
    ""d_1_9"": null,
    ""d_1_06"": null,
    ""d_1_57"": null,
    ""d_1_76"": null,
    ""d_1_19"": null,
    ""d_1_22"": null,
    ""d_2_15"": null,
    ""d_1_6"": null,
    ""d_2_29"": null,
    ""d_1_63"": null,
    ""d_2_42"": null,
    ""d_1_62"": null,
    ""d_2_23"": null,
    ""d_1_08"": null,
    ""d_1_24"": null,
    ""d_1_35"": null,
    ""d_1_16"": null,
    ""d_1_2"": null,
    ""d_1_91"": null,
    ""d_1_68"": null,
    ""d_1_72"": null,
    ""d_1_27"": null,
    ""d_1_7"": null,
    ""d_1_70"": null,
    ""d_1_01"": null,
    ""d_2_36"": null,
    ""d_2_51"": null,
    ""d_1_60"": null,
    ""d_1_10"": null,
    ""d_1_23"": null,
    ""d_2_8"": null,
    ""d_1_102"": null,
    ""d_2_1"": null,
    ""d_1_111"": null,
    ""d_1_21"": null,
    ""d_1_81"": null,
    ""d_1_42"": null,
    ""d_1_18"": null,
    ""d_1_87"": null,
    ""d_1_65"": null,
    ""d_2_55"": null,
    ""d_1_61"": null,
    ""d_1_40"": null,
    ""d_1_80"": null,
    ""d_1_38"": null,
    ""d_1_43_6"": null,
    ""d_1_43_4"": null,
    ""__key__"": {
      ""namespace"": """",
      ""app"": """",
      ""path"": """",
      ""kind"": null,
      ""name"": null,
      ""id"": null
    }
  }
}","{
  ""exercises"": []
}","{
  ""__key__"": {
    ""namespace"": """",
    ""app"": ""e~mentalport-dev"",
    ""path"": ""\""users\"", \""xH0FHTDPOwWgHBQU7uuuEFJEfPx2\"", \""weeklyExerciseLists\"", \""CgkqKpryvdugESJGN1Zl\"""",
    ""kind"": ""weeklyExerciseLists"",
    ""name"": ""CgkqKpryvdugESJGN1Zl"",
    ""id"": null
  }
}",[],false
